title,authors,publisher,year,rating,ratings_count,pages,domain,tags,framework_ref,categories,isbn,url,summary,source,collected_at
Creativity for Innovation Management,"Ina Goller, John Bessant",Taylor & Francis,2023,,,383,Relationship Management,collaboration,none,Business & Economics,9781000909029,https://play.google.com/store/books/details?id=U7zHEAAAQBAJ&source=gbs_api,"Creativity for Innovation Management is a rigorous yet applied guide, which illustrates what creativity is, why it matters, and how it can be developed at both individual and group levels. Unlike many technique-oriented books, this book combines theory with practice, drawing on the latest research in psychology, organisational behaviour, innovation and entrepreneurship. The text provides a range of opportunities to explore innovative and creative processes and develop them via activities linked ",Google Books,2026-08-30
The Creative Mindset,"Jeff DeGraff, Staney DeGraff",National Geographic Books,2020,,,0,Thinking & Deciding,creative-thinking|creativity,none,Business & Economics,9781523090150,http://books.google.com/books?id=SrCPEAAAQBAJ&dq=creative+thinking+innovation&hl=&as_pt=BOOKS&source=gbs_api,"""Jeff and Staney emphasize that small acts of creativity can have huge consequences and that ordinary people can do extraordinary things if they can see the opportunities in front of them."" --Mitch Jacobson, Executive Director, Austin Technology Incubator, UT Blackstone LaunchPad, University of Texas at Austin Nearly all of today's major innovation workshops and programs call on organizations to drive innovation. What they miss is that innovation comes from the personal creativity of individuals",Google Books,2026-08-30
Creative Approaches to Problem Solving,"Scott G. Isaksen, K. Brian Dorval, Donald J. Treffinger",SAGE Publications,2010,,,321,Thinking & Deciding,problem-solving,none,Business & Economics,9781483343303,http://books.google.com/books?id=XQkhAQAAQBAJ&dq=creative+thinking+innovation&hl=&as_pt=BOOKS&source=gbs_api,"Everything your students need to solve problems, manage change and deliver innovation using the Creative Problem Solving framework This text is the most comprehensive and contemporary overview and description of Creative Problem Solving (CPS) available today. Friendly and highly practical for a broad base of researchers and practitioners, the book provides a framework, language, guidelines, and set of easy-to-use tools for understanding challenges, generating ideas, and transforming promising id",Google Books,2026-08-30
"Creativity, Innovation, and Quality",Paul E. Plsek,Irwin Professional Publishing,1997,,,336,Thinking & Deciding,creative-thinking|creativity|analytical,none,Business & Economics,,http://books.google.com/books?id=XqkrAAAAYAAJ&dq=creative+thinking+innovation&hl=&as_pt=BOOKS&source=gbs_api,"This book targets the needs of individuals engaged in quality management activities and enables them to incorporate new skills into their daily work. The author presents a serious study of creativity and innovation targeted at the needs of professionals engaged in quality management activities. It will appeal to even the most analytical thinkers in quality. Creativity, Innovation, and Quality clearly articulates five reasons why practitioners of quality management should be interested in innovat",Google Books,2026-08-30
Creativity,Robert W. Weisberg,John Wiley & Sons,2006,,,640,Thinking & Deciding,creativity,none,Psychology,9780471739999,http://books.google.com/books?id=iPOqCgAAQBAJ&dq=creative+thinking+innovation&hl=&as_pt=BOOKS&source=gbs_api,"A name=""DESCRIPTIONP̲ROFESSIONALC̲ATALOG""The big new trend in psychology is to focus on the positive. Experienced expert on creativity Robert Weisberg has written a new book on the theories of creativity for upper-class and graduate-level courses and an educated lay readership.",Google Books,2026-08-30
Creativity and Innovation in Organizational Teams,"Leigh L. Thompson, Hoon- Seok Choi",Psychology Press,2006,,,281,Thinking & Deciding,creativity|cognitive,none,Business & Economics,9781135612382,http://books.google.com/books?id=QlB4AgAAQBAJ&dq=creative+thinking+innovation&hl=&as_pt=BOOKS&source=gbs_api,"This edited volume from a conference held at Northwestern University concerns the latest research on creativity and innovations in groups. It represents research from three different camps: group, cognitive processes, and organizational behavior.",Google Books,2026-08-30
The Creative Mindset,"Jeff Degraff, Staney Degraff",,2020,,,332,Thinking & Deciding,creative-thinking|creativity,none,Business & Economics,9780369343901,http://books.google.com/books?id=ww0czgEACAAJ&dq=creative+thinking+innovation&hl=&as_pt=BOOKS&source=gbs_api,"Jeff and Staney emphasize that small acts of creativity can have huge consequences and that ordinary people can do extraordinary things if they can see the opportunities in front of them."" Mitch Jacobson, Executive Director, Austin Technology Incubator, UT Blackstone LaunchPad, University of Texas at Austin Nearly all of today's major innovation workshops and programs call on organizations to drive innovation. What they miss is that innovation comes from the personal creativity of individuals. A",Google Books,2026-08-30
The Creative Thinking Handbook,"Chris Griffiths, Melina Costi, Caragh Medlicott",Kogan Page Publishers,2022,,,265,Thinking & Deciding,creative-thinking|creativity,none,Business & Economics,9781398607071,https://play.google.com/store/books/details?id=YRWEEAAAQBAJ&source=gbs_api,"Creativity directly impacts results and productivity, yet few of us understand how it happens or how to put it into practice. This book shows you not only how to get things done, but how to do them better and more creatively. The Creative Thinking Handbook provides the correct application for creative thinking and action, by offering clear, practical tools and strategies so that you can develop creative thinking skills and help find brilliant solutions for any professional challenge. Based on re",Google Books,2026-08-30
The Four Lenses of Innovation,,,2017,,,4,Uncategorised,,none,,,http://books.google.com/books?id=ijXezQEACAAJ&dq=creative+thinking+innovation&hl=&as_pt=BOOKS&source=gbs_api,,Google Books,2026-08-30
The Art of Ideas,"William Duggan, Amy Murphy, Laura Dabalsa",Columbia University Press,2019,,,155,Thinking & Deciding,creative-thinking|creativity,none,Business & Economics,9780231551427,https://play.google.com/store/books/details?id=h9KXDwAAQBAJ&source=gbs_api,"Great ideas don’t just happen. Innovation springs from creative thinking—a method of the human mind that we can study and learn. In The Art of Ideas, William Duggan and Amy Murphy bring together business concepts with stories of creativity in art, politics, and history to provide a visual and accessible guide to the art and science of new and useful ideas. In chapters accompanied by charming and inviting illustrations, Duggan and Murphy detail how to spark your own ideas and what to do while wai",Google Books,2026-08-30
Creativity for Innovation Management,"Ina Goller, John Bessant",Taylor & Francis,2017,,,345,Thinking & Deciding,creativity,none,Business & Economics,9781317247470,http://books.google.com/books?id=OiwlDwAAQBAJ&dq=creative+thinking+innovation&hl=&as_pt=BOOKS&source=gbs_api,"Creativity for Innovation Management is a rigorous yet applied guide which illustrates what creativity is, why it matters, and how it can be developed at both individual and group levels. Unlike many technique-oriented books, this book will combine theory and practice, drawing on the latest research in psychology, organizational behaviour, innovation and entrepreneurship. This exciting new text outlines the necessary skills and competences for innovative and creative processes. It provides oppor",Google Books,2026-08-30
How to Innovate,Aristotle,Princeton University Press,2021,,,162,Thinking & Deciding,creative-thinking|logic,none,Philosophy,9780691223599,https://play.google.com/store/books/details?id=os8uEAAAQBAJ&source=gbs_api,"What we can learn about fostering innovation and creative thinking from some of the most inventive people of all times—the ancient Greeks When it comes to innovation and creative thinking, we are still catching up with the ancient Greeks. Between 800 and 300 BCE, they changed the world with astonishing inventions—democracy, the alphabet, philosophy, logic, rhetoric, mathematical proof, rational medicine, coins, architectural canons, drama, lifelike sculpture, and competitive athletics. None of t",Google Books,2026-08-30
Creative Thinking,Charles Thomas,Positively,2023,,,54,Thinking & Deciding,creative-thinking|creativity|logic|bias,none,Self-Help,,https://play.google.com/store/books/details?id=PRTjEAAAQBAJ&source=gbs_api,"Unlock your creative potential and turn innovative thinking into a daily habit. Do you believe that creativity belongs only to a naturally gifted few? In Creative Thinking, health and personal development expert Charles Thomas dismantles this myth, proving that creative genius is a mental muscle waiting to be trained and nurtured within each of us. A Practical Toolkit for Originality This guide isn't just a collection of vague theories. It provides a balanced blend of psychological insights and ",Google Books,2026-08-30
