title,author,age_range,book_type,audience,casel_domain,problem_tags,source,isbn,description,cover_url,rating,ratings_count,goodreads_rating,goodreads_ratings_count,goodreads_url,amazon_url
Feelings Ninja,Mary Nhin,6-10,children_fiction,children,Self-Awareness,"emotions,emotional-literacy",Ninja Life Hacks,9781637312391,"Does your child struggle with their feelings and emotions? Feelings can change like a roller coaster. An important step in helping children cope with their emotions is to help them recognize and identify them-all of them. Emotions and feelings aren't right or wrong. They just exist. From positivity to frustration and anger, they are all part of the many emotions we experience. When you help your…",https://books.google.com/books/content?id=cKgn0AEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,,,,https://www.amazon.com/s?k=9781637312391
Supportive Ninja,Mary Nhin,6-10,children_fiction,children,Social-Awareness,"empathy,kindness",Ninja Life Hacks,9781637311691,"""In this book, we learn how Supportive Ninja can help children: understand the importance of supporting each other; learn how to listen, understand, and be empathetic; see that with love and a great support system, the world works better, and that's what we need much more of""--",https://books.google.com/books/content?id=HFjxzgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,,,,https://www.amazon.com/s?k=9781637311691
Respectful Ninja,Mary Nhin,6-10,children_fiction,children,Relationship-Skills,"manners,cooperation",Ninja Life Hacks,9781637313015,"Respectful Ninja learns that showing respect is when you care how your actions impact others and the world. Find out how the Ninjas show and give respect. Life is tough. But so are you! The children's book series, Ninja Life Hacks, was developed to help children learn valuable life skills. Fun, pint-size characters in comedic books easy enough for young readers, yet witty enough for adults. The…",https://books.google.com/books/content?id=viUn0AEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,,,,https://www.amazon.com/s?k=9781637313015
Nick and the Brick Builder Challenge,Jen Malia,6-10,children_fiction,children,Relationship-Skills,"cooperation,social-skills",Beaming Books,9781506485959,"If Nick wants to win the brick builder challenge, he'll have to find a way to work with a partner.",https://books.google.com/books/content?id=6NfPEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,,,,,https://www.amazon.com/s?k=9781506485959
Violet and the Jurassic Land Exhibit,Jen Malia,6-10,children_fiction,children,Self-Management,"anxiety,resilience",Beaming Books,9781506485980,"The Infinity Rainbow Club is volunteering at the local natural history museum where Violet's parents work. Violet loves setting up the new augmented reality exhibit, but she worries that something will go wrong. Her OCD has her repeatedly checking for errors. Can Violet find a way to trust her work and enjoy the exhibit? The Infinity Rainbow Club is a chapter book series featuring five…",https://books.google.com/books/content?id=XBilEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,,,,,https://www.amazon.com/s?k=9781506485980
Remembering Sundays with Grandpa,Lauren H. Kerstein,6-8,children_fiction,children,Self-Management,"grief,loss",Beaming Books,9781506487410,"When Henry and his mom miss Grandpa after his death, they remember his love in all his favorite places.",https://books.google.com/books/content?id=cjTYEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,,,,,https://www.amazon.com/s?k=9781506487410
Kaia's Big Felines,Aura Lewis,6-8,children_fiction,children,Self-Awareness,"emotions,emotional-literacy",Beaming Books,9781506488233,"Kaia experiences all kinds of emotions, and she relates them to various types of cats. Cheetah is fast and fearless, Leopard loves the spotlight, but Tiger has a temper. When Kaia's felines become overwhelming, she takes some time to herself to rest and reset. An engaging look at emotional intelligence through traits of cats.",https://books.google.com/books/content?id=YBilEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,,,,,https://www.amazon.com/s?k=9781506488233
Kiki Kicks,Jane Yolen & Ariel Stemple,6-8,children_fiction,children,Social-Awareness,"bullying,self-esteem,confidence",Beaming Books,9781506485638,A story of self-empowerment at a martial arts studio.,https://books.google.com/books/content?id=cDTYEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,,,,,https://www.amazon.com/s?k=9781506485638
Be Your Own Bird,Russ Willms,6-8,children_fiction,children,Self-Management,"mindfulness,self-acceptance,confidence",Beaming Books,9781506487601,"Pickles is a bird of a different feather. While the rest of the flock sticks together, Pickles does her own thing. They practice their downward spirals; Pickles practices her downward dog. They chatter away; Pickles meditates. But when danger arrives, Pickles is the only bird who isn't scared. Will the flock learn from Pickles, or will they all become hawk soup? Full of humor--and even some bird…",https://books.google.com/books/content?id=XhilEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,,,,,https://www.amazon.com/s?k=9781506487601
Superheroes Don't Babysit,Amber Hendricks,6-8,children_fiction,children,Relationship-Skills,"siblings,conflict",Beaming Books,9781506470627,"Superheroes leap buildings, chase bad guys, and save the city from the evil Emperor Zog. Superheroes DON'T babysit. Except when their dad asks them to. In an epic battle of sibling rivalry, will this superhero finally meet her match? Or will she find exactly what she's been missing all along? In Superheroes Don't Babysit, author Amber Hendricks tells a story full of humor and heart, and…",https://books.google.com/books/content?id=b2nhDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,,,,,https://www.amazon.com/s?k=9781506470627
Big Bear Was Not the Same,Joanna Rowland,6-8,children_fiction,children,Self-Management,"anxiety,fear,resilience",Beaming Books,9781506471426,"A soft introduction to PTSD for young readers, from the bestselling author of The Memory Box Little Bear loves the woods, his home, and going on adventures with his best friend, Big Bear. Big Bear is so big and strong and brave. He always protects Little Bear and helps him feel safe. Then something scary happens to Big Bear. He's caught in a forest fire. Even after he escapes and is safe, Little…",https://books.google.com/books/content?id=LJwXEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,,,,,https://www.amazon.com/s?k=9781506471426
Simon the Hugger,Stacy B. Davids,6-8,children_fiction,children,Responsible-Decision-Making,"body-safety,social-skills",Beaming Books,9781506483535,"Simon the sloth loves to hug. He hugs plants. He hugs rocks. He hugs his friends. He even hugs himself! So when his best friend, Elsa the jaguar, and others around him start saying no to his hugs, he is crushed. Why wouldn't someone want to be hugged? After being rejected several times, he learns that both he and his friends need to want a hug at the same time so they both feel comfortable. This…",https://books.google.com/books/content?id=Ar9dEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,,,,,https://www.amazon.com/s?k=9781506483535
Little Mole Goes to School,Glenys Nellist,6-8,children_fiction,children,Self-Awareness,"self-esteem,school-anxiety",Beaming Books,9781506483511,"Little Mole is back, and this time he's off to school in an encouraging story about being yourself that makes this the perfect book for any child going back to school this year. It's Little Mole's first day of school, and he's nervous. What if he is the last to know his alphabet? What if he's not good at anything? With a good bit of anxiety, Little Mole heads to class and begins to compare…",https://books.google.com/books/content?id=AL9dEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,5,1,,,,https://www.amazon.com/s?k=9781506483511
Little Mole Finds Hope,Glenys Nellist,6-8,children_fiction,children,Self-Management,"resilience,optimism",Beaming Books,9781506470559,"Bestselling author Glenys Nellist tells the heartwarming story of a young mole whose mother shows him how to recognize one of the most important values: hope that endures, through even the coldest of winters. When Little Mole is feeling sad in his dark, underground home, his mother shows him how to look for hope. He finds that signs of spring are everywhere, from the daffodil bulbs under the soil…",https://books.google.com/books/content?id=Q2jhDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,,,,,https://www.amazon.com/s?k=9781506470559
Penguins Don't Wear Pink,Jeffrey Turner,6-8,children_fiction,children,Responsible-Decision-Making,"peer-pressure,self-acceptance,identity",Beaming Books,9781506471501,"Henry the penguin adores all things pink. Whether it's lemonade, a bicycle, or his favorite hat, Henry stays true to what he loves . . . until a schoolmate suggests that he looks ridiculous in his beloved pink hat. Peer pressure erodes his confidence, causing Henry to question himself. Although he wavers, Henry finds the strength to remain steadfast in embracing his love of pink regardless of…",https://books.google.com/books/content?id=8r5dEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,,,,,https://www.amazon.com/s?k=9781506471501
Ish,Peter H. Reynolds,6-9,children_fiction,children,Self-Management,"perfectionism,self-acceptance,growth-mindset",Candlewick,9780763623449,"Ramon loses confidence in his ability to draw, but his sister gives him a new perspective on things.",https://books.google.com/books/content?id=q9klHyMN8ZkC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,4.5,5,,,,https://www.amazon.com/s?k=9780763623449
Beautiful Oops!,Barney Saltzberg,6-8,children_fiction,children,Self-Management,"perfectionism,growth-mindset,resilience",Workman Publishing,9780761157281,"A life lesson that all parents want their children to learn: It’s OK to make a mistake. In fact, hooray for mistakes! A mistake is an adventure in creativity, a portal of discovery. A spill doesn’t ruin a drawing—not when it becomes the shape of a goofy animal. And an accidental tear in your paper? Don’t be upset about it when you can turn it into the roaring mouth of an alligator. An award…",https://books.google.com/books/content?id=NZDsOKEm4hUC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,5,1,,,,https://www.amazon.com/s?k=9780761157281
Last Stop on Market Street,Matt de la Peña,6-8,children_fiction,children,Social-Awareness,"empathy,gratitude,perspective-taking",Putnam,9780698173347,"#1 New York Times Bestseller A USA Today Bestseller Winner of the Newbery Medal A Caldecott Honor Book A Coretta Scott King Illustrator Honor Book This award-winning modern classic—a must-have for every child’s home library—is an inclusive ode to kindness, empathy, gratitude, and finding joy in unexpected places, and celebrates the special bond between a curious young boy and his loving…",https://books.google.com/books/content?id=5cz5AwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,4.5,2,,,,https://www.amazon.com/s?k=9780698173347
